# nanos 
 36 

# nedades 
 3 

# ntallas 
 30 

# nper 
 10 

# Indices 
1985 9841 0.05 42.76267 0.2 0 0.2 0 0.15 0 0.3 56 35
1986 51192 0.05 65.03828 0.2 0 0.2 0 0.15 0 0.3 56 35
1987 33627 0.05 86.62846 0.2 0 0.2 0 0.15 0 0.3 56 35
1988 46441 0.05 56.13315 0.2 0 0.2 0 0.15 0 0.3 56 35
1989 66976 0.05 56.92323 0.2 0 0.2 0 0.15 0 0.3 56 35
1990 83730 0.05 75.15829 0.2 0 0.2 0 0.15 0 0.3 56 35
1991 62028 0.05 51.91279 0.2 0 0.2 0 0.15 0 0.3 56 35
1992 33103 0.05 41.66242 0.2 0 0.2 0 0.15 0 0.3 56 35
1993 99139 0.05 56.10993 0.2 0 0.2 0 0.15 0 0.3 56 35
1994 111778 0.05 75.90876 0.2 0 0.2 0 0.15 0 0.3 56 35
1995 216424 0.05 93.14703 0.2 0 0.2 0 0.15 0 0.3 56 35
1996 95185 0.05 50.70598 0.2 0 0.2 0 0.15 0 0.3 56 35
1997 75264 0.05 41.02749 0.2 0 0.2 0 0.15 0 0.3 56 35
1998 99877 0.05 31.79049 0.2 15.82244 0.2 0 0.15 0 0.3 56 35
1999 61210 0.05 40.68078 0.2 26.54818 0.2 0 0.15 0 0.3 56 35
2000 52195 0.05 46.48782 0.2 28.22357 0.2 0 0.15 0 0.3 56 35
2001 17172 0.05 54.89458 0.2 29.36051 0.2 0 0.15 0 0.3 56 35
2002 12411 0.05 24.25747 0.2 24.48214 0.2 0 0.15 0 0.3 56 35
2003 77558 0.05 65.55645 0.2 27.96157 0.2 0 0.15 0 0.3 56 35
2004 83521 0.05 69.74458 0.2 34.57464 0.2 0 0.15 0 0.3 56 35
2005 78660 0.05 48.84812 0.2 34.36425 0.2 0 0.15 0 0.3 56 35
2006 72918 0.05 68.89364 0.2 34.21031 0.2 356940 0.15 0 0.3 56 35
2007 54326 0.05 55.40378 0.2 38.22461 0.2 228270 0.15 0 0.3 56 35
2008 56845 0.05 55.05834 0.2 38.20323 0.2 217950 0.15 0 0.3 56 35
2009 37776 0.05 83.34809 0.2 35.09472 0.2 79057 0.15 0 0.3 56 35
2010 45789 0.05 62.3796 0.2 36.59092 0.2 155000 0.15 0 0.3 56 35
2011 59704 0.05 0 0.2 39.77987 0.2 276864 0.15 0 0.3 56 35
2012 42172 0.05 0 0.2 34.58388 0.2 246937 0.15 0 0.3 56 35
2013 34777 0.05 0 0.2 27.57731 0.2 262084 0.15 0 0.3 56 35
2014 33964 0.05 0 0.2 30.77419 0.2 107828 0.15 0 0.3 56 35
2015 20086 0.05 0 0.2 30.36926 0.2 75201 0.15 34547 0.3 56 35
2016 20811 0.05 0 0.2 26.71804 0.2 146467 0.15 43844 0.3 56 35
2017 16565 0.05 0 0.2 25.08137 0.2 174857 0.15 67228 0.3 56 35
2018 38841 0.05 0 0.2 31.13759 0.2 181022 0.15 74747 0.3 56 35
2019 60528 0.05 0 0.2 35.05052 0.2 603178 0.15 126984 0.3 56 35
2020 65000 0.05 0 0.2 0 0.2 322792 0.15 0 0.3 56 35

# tallas 
5 5.5 6 6.5 7 7.5 8 8.5 9 9.5 10 10.5 11 11.5 12 12.5 13 13.5 14 14.5 15 15.5 16 16.5 17 17.5 18 18.5 19 19.5 

# ET_flo 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 1 2 3 13 32 66 100 100 149 204 354 494 868 1119 1307 1125 873 1154 1339 611 86 0
0 0 0 0 0 0 0 2 7 20 56 99 192 247 435 506 807 782 705 657 670 563 554 705 879 786 747 460 122 0
0 0 0 0 0 0 0 0 0 0 109 177 163 55 60 128 295 354 647 1007 1848 2409 1680 694 200 116 47 11 1 0
0 0 0 0 0 0 1 5 34 54 133 283 577 808 1207 1499 1374 1125 934 535 248 272 416 354 116 21 3 0 0 0
0 0 0 0 0 0 0 0 0 0 0 2 8 39 180 463 1003 1276 1384 1422 1491 1189 861 440 179 53 8 1 0 0
0 0 0 0 0 0 1 6 18 33 28 70 106 186 267 488 623 976 1327 1499 1373 905 483 386 543 475 178 29 1 0
0 0 0 0 0 1 14 39 71 99 177 201 344 554 603 571 942 944 1032 1125 928 475 448 486 596 278 66 5 1 0
0 0 0 0 0 0 3 12 27 92 235 453 799 1145 1528 1567 1670 1407 782 261 17 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 2 13 81 231 395 586 826 1112 1268 1441 1508 1405 815 248 47 9 7 4 2 0 0 0 0
0 0 0 0 0 0 0 0 17 69 149 202 300 414 484 602 713 921 1170 1638 1575 1135 449 142 18 1 0 0 0 0
0 0 0 0 0 1 7 34 53 96 143 240 348 518 702 896 1145 1282 1196 1011 721 539 468 372 173 50 5 0 0 0
0 0 0 0 0 1 9 33 67 112 164 250 346 616 818 1158 1043 1124 929 1031 854 767 406 198 56 14 4 0 0 0
0 0 0 2 3 4 9 16 56 133 240 253 291 295 428 428 557 599 899 1027 1456 1541 1199 428 128 9 0 0 0 0
0 0 0 0 1 5 25 57 93 172 239 327 299 392 502 738 915 1071 1009 960 755 746 684 644 262 93 10 0 0 0
0 0 0 0 0 0 1 3 9 67 148 177 256 510 681 623 1090 1120 1580 1273 784 570 650 383 64 10 1 0 0 0
0 2 1 6 8 13 43 43 71 86 76 81 116 131 181 272 382 514 596 732 1056 2098 2120 1140 187 46 0 0 0 0
0 0 0 3 0 5 60 100 500 900 1000 1000 1000 800 600 800 700 800 1000 2000 2000 2000 900 600 400 100 7 0 0 0
0 0 0 0 0 0 0 0 0 4 4 101 71 196 245 470 710 968 1600 2740 3440 3510 3220 3020 2120 606 143 5 1 0
0 0 0 0 0 0 0 0 0 1 6 21 32 175 270 662 1198 956 706 495 268 414 1000 1682 1493 568 41 3 0 0
0 0 0 0 0 0 0 0 0 0 4 1 8 25 175 305 463 617 767 829 692 857 880 962 371 86 5 0 0 0
0 0 0 0 0 0 1 2 5 5 17 45 88 231 328 478 635 879 1116 1461 1321 910 552 605 662 426 97 10 0 0
0 0 0 0 0 0 0.503 1.007 1.51 3.487 18.449 33.093 142.124 336.756 990.206 2089.233 2889.542 3078.77 2817.28 1449.822 519.892 282.297 144.209 77.315 24.953 1.896 0 0 0 0
0 0 0 0 7e-05 7e-05 0.73608 7.42243 23.25838 37.44042 116.71224 121.02893 269.08804 355.90122 554.35037 619.3352 774.49276 897.30543 1129.61921 908.85246 1253.62066 1108.29108 696.4684 226.46768 73.64037 8.96384 0.14983 2e-05 1e-05 0
0 7e-04 7e-04 7e-04 0.01067 3.65781 10.69445 37.61193 102.21524 150.74475 368.3296216 521.9710321 855.5157105 1154.06159 1319.914317 1354.7843 1407.898578 1711.862408 2145.634083 2538.931141 2794.099583 2911.323122 2158.375685 1176.311783 510.9944072 358.98905 199.52751 18.27149 4.50693 0
0 0 0 4e-04 0.00079 0.15644 3.02966 10.37126 34.51607 120.34084 502.53721 1135.35224 1815.6568 2257.11847 3275.00777 4011.96751 4958.86202 4596.76248 3928.59744 2627.81842 1807.61392 1524.69707 1607.69638 1899.4306 1407.35044 413.89032 39.10415 2.33382 0 0
0 0 0 0.00255 0.14612 1.40716 12.60986 29.76891 56.52619 171.31871 537.18761 1076.24649 1673.57599 2152.09821 3137.64198 3851.95566 4352.03462 4322.56875 3345.42062 2742.71712 2132.72347 1980.92828 1336.80201 546.26242 169.36457 37.36878 3.60741 0 0 0

# ET_cru 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
